symbol,date,trade_date,base_score,base_rank,base_pct
300014,2026-07-03,2026-07-03,-0.0009405324988954773,263,0.12080536912751678
688008,2026-07-03,2026-07-03,-0.0009661473453471645,264,0.1174496644295302
601111,2026-07-03,2026-07-03,-0.00104143257464153,265,0.11409395973154363
000792,2026-07-03,2026-07-03,-0.0010565480211439475,266,0.11073825503355705
601328,2026-07-03,2026-07-03,-0.0010590665662948858,267,0.10738255033557047
600031,2026-07-03,2026-07-03,-0.0011372737078691514,268,0.1040268456375839
601698,2026-07-03,2026-07-03,-0.0011483173529333425,269,0.10067114093959731
600362,2026-07-03,2026-07-03,-0.0011586137420369106,270,0.09731543624161074
600029,2026-07-03,2026-07-03,-0.0013168440022963991,271,0.09395973154362416
601988,2026-07-03,2026-07-03,-0.00132409927005652,272,0.09060402684563758
600221,2026-07-03,2026-07-03,-0.0013607587143919353,273,0.087248322147651
601398,2026-07-03,2026-07-03,-0.001381086909098675,274,0.08389261744966443
600111,2026-07-03,2026-07-03,-0.001413838869190982,275,0.08053691275167785
600309,2026-07-03,2026-07-03,-0.0014781452959430324,276,0.07718120805369127
688047,2026-07-03,2026-07-03,-0.0017257694710975263,277,0.0738255033557047
001280,2026-07-03,2026-07-03,-0.0020327283194302805,278,0.07046979865771812
600176,2026-07-03,2026-07-03,-0.0021015413318148345,279,0.06711409395973154
301236,2026-07-03,2026-07-03,-0.0022630472478085487,280,0.06375838926174497
600010,2026-07-03,2026-07-03,-0.0024055905886450095,281,0.06040268456375839
601012,2026-07-03,2026-07-03,-0.002427014211383035,282,0.05704697986577181
000063,2026-07-03,2026-07-03,-0.002458066613058645,283,0.053691275167785234
603019,2026-07-03,2026-07-03,-0.0028982100667747875,284,0.050335570469798654
600011,2026-07-03,2026-07-03,-0.0033010876086990103,285,0.04697986577181208
002916,2026-07-03,2026-07-03,-0.0035502643866130185,286,0.0436241610738255
600115,2026-07-03,2026-07-03,-0.0036085765534911497,287,0.040268456375838924
603501,2026-07-03,2026-07-03,-0.003727404869623135,288,0.03691275167785235
601872,2026-07-03,2026-07-03,-0.004023024383973214,289,0.03355704697986577
300059,2026-07-03,2026-07-03,-0.004039807003959718,290,0.030201342281879196
000630,2026-07-03,2026-07-03,-0.00417309314441799,291,0.026845637583892617
600183,2026-07-03,2026-07-03,-0.004200844409008361,292,0.02348993288590604
000725,2026-07-03,2026-07-03,-0.008272376292327006,293,0.020134228187919462
300408,2026-07-03,2026-07-03,-0.010262925159161431,294,0.016778523489932886
002600,2026-07-03,2026-07-03,-0.010368796082984811,295,0.013422818791946308
600584,2026-07-03,2026-07-03,-0.01155798964008903,296,0.010067114093959731
603993,2026-07-03,2026-07-03,-0.012360919062334873,297,0.006711409395973154
002050,2026-07-03,2026-07-03,-0.015320968626031904,298,0.003355704697986577
